OA11CD,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,Inner_Outer
E00000167,E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000173,E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000174,E01000036,Barking and Dagenham 010B,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000175,E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000176,E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000177,E01000035,Barking and Dagenham 010A,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000178,E01000036,Barking and Dagenham 010B,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000179,E01000036,Barking and Dagenham 010B,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000180,E01000036,Barking and Dagenham 010B,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000513,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000514,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000519,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000527,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000538,E01000107,Barking and Dagenham 010C,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000539,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000540,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000541,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000543,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000544,E01000108,Barking and Dagenham 010D,E02000011,Barking and Dagenham 010,E09000002,Barking and Dagenham,Outer London
E00000331,E01000066,Barking and Dagenham 011A,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000332,E01000067,Barking and Dagenham 011B,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000333,E01000067,Barking and Dagenham 011B,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000334,E01000069,Barking and Dagenham 011C,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000335,E01000067,Barking and Dagenham 011B,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000336,E01000069,Barking and Dagenham 011C,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000337,E01000070,Barking and Dagenham 011D,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000338,E01000070,Barking and Dagenham 011D,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000339,E01000069,Barking and Dagenham 011C,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000340,E01000070,Barking and Dagenham 011D,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000341,E01000066,Barking and Dagenham 011A,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000342,E01000070,Barking and Dagenham 011D,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000343,E01000069,Barking and Dagenham 011C,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000345,E01000070,Barking and Dagenham 011D,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000347,E01000071,Barking and Dagenham 011E,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000348,E01000071,Barking and Dagenham 011E,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000349,E01000071,Barking and Dagenham 011E,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000351,E01000071,Barking and Dagenham 011E,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000352,E01000071,Barking and Dagenham 011E,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000354,E01000066,Barking and Dagenham 011A,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000355,E01000067,Barking and Dagenham 011B,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000356,E01000066,Barking and Dagenham 011A,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000357,E01000066,Barking and Dagenham 011A,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000358,E01000067,Barking and Dagenham 011B,E02000012,Barking and Dagenham 011,E09000002,Barking and Dagenham,Outer London
E00000274,E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000287,E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000288,E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000290,E01000057,Barking and Dagenham 012A,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000360,E01000076,Barking and Dagenham 012E,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000361,E01000076,Barking and Dagenham 012E,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000362,E01000075,Barking and Dagenham 012D,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000363,E01000076,Barking and Dagenham 012E,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000368,E01000073,Barking and Dagenham 012B,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000370,E01000073,Barking and Dagenham 012B,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000371,E01000074,Barking and Dagenham 012C,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000372,E01000074,Barking and Dagenham 012C,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000374,E01000073,Barking and Dagenham 012B,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000375,E01000074,Barking and Dagenham 012C,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000376,E01000075,Barking and Dagenham 012D,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000377,E01000074,Barking and Dagenham 012C,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000379,E01000075,Barking and Dagenham 012D,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000380,E01000074,Barking and Dagenham 012C,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000382,E01000073,Barking and Dagenham 012B,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000383,E01000076,Barking and Dagenham 012E,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000384,E01000073,Barking and Dagenham 012B,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000386,E01000075,Barking and Dagenham 012D,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000387,E01000075,Barking and Dagenham 012D,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000388,E01000076,Barking and Dagenham 012E,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000389,E01000076,Barking and Dagenham 012E,E02000013,Barking and Dagenham 012,E09000002,Barking and Dagenham,Outer London
E00000085,E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000086,E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000087,E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000090,E01000013,Barking and Dagenham 013A,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000092,E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000093,E01000013,Barking and Dagenham 013A,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000094,E01000013,Barking and Dagenham 013A,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000096,E01000013,Barking and Dagenham 013A,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000097,E01000013,Barking and Dagenham 013A,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000098,E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000099,E01000014,Barking and Dagenham 013B,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000266,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000268,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000285,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000289,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000293,E01000059,Barking and Dagenham 013C,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000422,E01000086,Barking and Dagenham 013F,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000423,E01000086,Barking and Dagenham 013F,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000439,E01000084,Barking and Dagenham 013D,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000440,E01000084,Barking and Dagenham 013D,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000441,E01000084,Barking and Dagenham 013D,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000442,E01000085,Barking and Dagenham 013E,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000443,E01000085,Barking and Dagenham 013E,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000444,E01000086,Barking and Dagenham 013F,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000445,E01000085,Barking and Dagenham 013E,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000446,E01000084,Barking and Dagenham 013D,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000447,E01000085,Barking and Dagenham 013E,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000448,E01000086,Barking and Dagenham 013F,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000449,E01000085,Barking and Dagenham 013E,E02000014,Barking and Dagenham 013,E09000002,Barking and Dagenham,Outer London
E00000511,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000512,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000515,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000516,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000517,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000518,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000520,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000521,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000522,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000523,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000524,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000525,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000526,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000528,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000529,E01000106,Barking and Dagenham 014D,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000530,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000531,E01000104,Barking and Dagenham 014B,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000532,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000533,E01000105,Barking and Dagenham 014C,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000534,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000535,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000536,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
E00000537,E01000103,Barking and Dagenham 014A,E02000015,Barking and Dagenham 014,E09000002,Barking and Dagenham,Outer London
