OA11CD,LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,Inner_Outer
E00000039,E01000012,Barking and Dagenham 015D,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000040,E01000007,Barking and Dagenham 015A,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000043,E01000008,Barking and Dagenham 015B,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000045,E01000012,Barking and Dagenham 015D,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000046,E01000007,Barking and Dagenham 015A,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000048,E01000008,Barking and Dagenham 015B,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000050,E01000008,Barking and Dagenham 015B,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000052,E01000007,Barking and Dagenham 015A,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000056,E01000008,Barking and Dagenham 015B,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000057,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000061,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000062,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000063,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000065,E01000012,Barking and Dagenham 015D,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000067,E01000012,Barking and Dagenham 015D,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000069,E01000012,Barking and Dagenham 015D,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00175102,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00175103,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00175104,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00175105,E01000010,Barking and Dagenham 015C,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00175106,E01000007,Barking and Dagenham 015A,E02000016,Barking and Dagenham 015,E09000002,Barking and Dagenham,Outer London
E00000037,E01000009,Barking and Dagenham 016B,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000038,E01000011,Barking and Dagenham 016C,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000041,E01000009,Barking and Dagenham 016B,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000042,E01000009,Barking and Dagenham 016B,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000049,E01000006,Barking and Dagenham 016A,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000051,E01000009,Barking and Dagenham 016B,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000053,E01000006,Barking and Dagenham 016A,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000054,E01000009,Barking and Dagenham 016B,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000055,E01000006,Barking and Dagenham 016A,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000059,E01000006,Barking and Dagenham 016A,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000060,E01000006,Barking and Dagenham 016A,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000064,E01000011,Barking and Dagenham 016C,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000066,E01000011,Barking and Dagenham 016C,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000068,E01000011,Barking and Dagenham 016C,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000201,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000220,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000222,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000228,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000229,E01000044,Barking and Dagenham 016D,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000344,E01000068,Barking and Dagenham 016E,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000346,E01000068,Barking and Dagenham 016E,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000350,E01000068,Barking and Dagenham 016E,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000353,E01000068,Barking and Dagenham 016E,E02000017,Barking and Dagenham 016,E09000002,Barking and Dagenham,Outer London
E00000199,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000200,E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000202,E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000203,E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000204,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000205,E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000206,E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000207,E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000208,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000209,E01000041,Barking and Dagenham 017A,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000210,E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000211,E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000212,E01000042,Barking and Dagenham 017B,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000214,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000215,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000217,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000219,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000221,E01000046,Barking and Dagenham 017D,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000224,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000226,E01000045,Barking and Dagenham 017C,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000373,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000378,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000381,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000385,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00175118,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00175119,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00175120,E01000072,Barking and Dagenham 017E,E02000018,Barking and Dagenham 017,E09000002,Barking and Dagenham,Outer London
E00000267,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000269,E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000270,E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000271,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000272,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000273,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000276,E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000280,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000282,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000283,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000284,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000286,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000291,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000292,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000294,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000295,E01000056,Barking and Dagenham 018C,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000296,E01000055,Barking and Dagenham 018B,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000297,E01000054,Barking and Dagenham 018A,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000455,E01000095,Barking and Dagenham 018E,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000463,E01000095,Barking and Dagenham 018E,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000464,E01000095,Barking and Dagenham 018E,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000469,E01000095,Barking and Dagenham 018E,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00175113,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00175114,E01000058,Barking and Dagenham 018D,E02000019,Barking and Dagenham 018,E09000002,Barking and Dagenham,Outer London
E00000213,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000216,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000218,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000223,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000225,E01000040,Barking and Dagenham 019A,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000227,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000230,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000231,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000232,E01000043,Barking and Dagenham 019B,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000234,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000237,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000246,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000247,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000249,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000252,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000255,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000257,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000259,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000260,E01000050,Barking and Dagenham 019C,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000261,E01000052,Barking and Dagenham 019D,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000453,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000466,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000470,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000478,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00175107,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00175115,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00175116,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00175117,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00175123,E01000092,Barking and Dagenham 019E,E02000020,Barking and Dagenham 019,E09000002,Barking and Dagenham,Outer London
E00000265,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000275,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000277,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000278,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000279,E01000053,Barking and Dagenham 020A,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000420,E01000087,Barking and Dagenham 020B,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000421,E01000090,Barking and Dagenham 020E,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000424,E01000088,Barking and Dagenham 020C,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000425,E01000087,Barking and Dagenham 020B,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000426,E01000087,Barking and Dagenham 020B,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000427,E01000088,Barking and Dagenham 020C,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000428,E01000088,Barking and Dagenham 020C,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000429,E01000089,Barking and Dagenham 020D,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000430,E01000088,Barking and Dagenham 020C,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000431,E01000087,Barking and Dagenham 020B,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000432,E01000089,Barking and Dagenham 020D,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000433,E01000089,Barking and Dagenham 020D,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000434,E01000090,Barking and Dagenham 020E,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000435,E01000089,Barking and Dagenham 020D,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000436,E01000089,Barking and Dagenham 020D,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000437,E01000090,Barking and Dagenham 020E,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000438,E01000090,Barking and Dagenham 020E,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000450,E01000088,Barking and Dagenham 020C,E02000021,Barking and Dagenham 020,E09000002,Barking and Dagenham,Outer London
E00000235,E01000048,Barking and Dagenham 021B,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000236,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000238,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000239,E01000048,Barking and Dagenham 021B,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000240,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000241,E01000048,Barking and Dagenham 021B,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000242,E01033588,Barking and Dagenham 021F,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000243,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000244,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000245,E01000049,Barking and Dagenham 021C,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000248,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000250,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000251,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000253,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000254,E01000048,Barking and Dagenham 021B,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000256,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000258,E01000051,Barking and Dagenham 021D,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000263,E01033588,Barking and Dagenham 021F,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000264,E01000048,Barking and Dagenham 021B,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00175108,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00175109,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00175110,E01033588,Barking and Dagenham 021F,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00175111,E01033587,Barking and Dagenham 021E,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00175112,E01033588,Barking and Dagenham 021F,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00175121,E01033588,Barking and Dagenham 021F,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00175122,E01033588,Barking and Dagenham 021F,E02000022,Barking and Dagenham 021,E09000002,Barking and Dagenham,Outer London
E00000451,E01000091,Barking and Dagenham 022A,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000452,E01000094,Barking and Dagenham 022C,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000454,E01000093,Barking and Dagenham 022B,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000456,E01000091,Barking and Dagenham 022A,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000457,E01000094,Barking and Dagenham 022C,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000458,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000459,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000460,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000461,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000462,E01000093,Barking and Dagenham 022B,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000465,E01000093,Barking and Dagenham 022B,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000467,E01000091,Barking and Dagenham 022A,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000468,E01000094,Barking and Dagenham 022C,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000471,E01000091,Barking and Dagenham 022A,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000472,E01000093,Barking and Dagenham 022B,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000474,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000475,E01000091,Barking and Dagenham 022A,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000476,E01000096,Barking and Dagenham 022D,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000477,E01000094,Barking and Dagenham 022C,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000479,E01000094,Barking and Dagenham 022C,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00000480,E01000093,Barking and Dagenham 022B,E02000023,Barking and Dagenham 022,E09000002,Barking and Dagenham,Outer London
E00001209,E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001211,E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001213,E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001214,E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001215,E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001217,E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001218,E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001219,E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001220,E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001221,E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001222,E01000254,Barnet 001D,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001223,E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001224,E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001226,E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001228,E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001229,E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001230,E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001233,E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001234,E01000248,Barnet 001A,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001235,E01000250,Barnet 001C,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001237,E01000249,Barnet 001B,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001405,E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001424,E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001425,E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001426,E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001429,E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001430,E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001431,E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001432,E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001434,E01000293,Barnet 001F,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00001438,E01000292,Barnet 001E,E02000024,Barnet 001,E09000003,Barnet,Outer London
E00000865,E01000167,Barnet 002A,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00000867,E01000167,Barnet 002A,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00000868,E01000167,Barnet 002A,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00000869,E01000167,Barnet 002A,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001206,E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001207,E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001210,E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001212,E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001216,E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001227,E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001231,E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001232,E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001236,E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001238,E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001239,E01000251,Barnet 002D,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001240,E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001241,E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001242,E01000247,Barnet 002C,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001243,E01000252,Barnet 002E,E02000025,Barnet 002,E09000003,Barnet,Outer London
E00001244,E01000246,Barnet 002B,E02000025,Barnet 002,E09000003,Barnet,Outer London
